Filename,Style,Genre,Date,Predictions,Real Values
72646.jpg,Expressionism,vanitas,1939,Pyotr Konchalovsky,Georges Braque
76724.jpg,Tachisme,abstract,1983.0,Theophile Steinlen,Antoni Tapies
60405.jpg,,,,Theophile Steinlen,Tsuguharu Foujita
46114.jpg,Analytical Cubism,cityscape,1911,Vincent van Gogh,Georges Braque
63957.jpg,Expressionism,landscape,1928.0,Vincent van Gogh,Carlo Carra
59073.jpg,Realism,genre painting,,Camille Corot,Jules Breton
13530.jpg,Naïve Art (Primitivism),sketch and study,,Boris Kustodiev,Marc Chagall
19609.jpg,Baroque,portrait,,Camille Corot,Diego Velazquez
47900.jpg,Symbolism,landscape,,Camille Pissarro,Kimon Loghi
88173.jpg,Romanticism,landscape,1889.0,Camille Corot,Frederic Edwin Church
38146.jpg,Romanticism,portrait,,Vincent van Gogh,Jan Matejko
68568.jpg,Rococo,portrait,1765,Camille Corot,Joshua Reynolds
14660.jpg,Northern Renaissance,religious painting,1520,Pierre-Auguste Renoir,Lucas Cranach the Elder
7333.jpg,Cubism,portrait,1916,Boris Kustodiev,Diego Rivera
38668.jpg,Romanticism,sketch and study,,Edgar Degas,George Romney
82642.jpg,Romanticism,portrait,1822.0,Camille Corot,Thomas Lawrence
6379.jpg,Post-Impressionism,sketch and study,1896,Vincent van Gogh,Henri de Toulouse-Lautrec
54030.jpg,Naïve Art (Primitivism),animal painting,1907,Boris Kustodiev,David Burliuk
57884.jpg,Art Nouveau (Modern),illustration,1892.0,Theophile Steinlen,Theophile Steinlen
604.jpg,Realism,sketch and study,1871,Boris Kustodiev,Edouard Manet
14027.jpg,Precisionism,landscape,1925.0,Theophile Steinlen,Georgia O'Keeffe
48427.jpg,Op Art,abstract,1981.0,Vincent van Gogh,Victor Vasarely
20888.jpg,Fauvism,genre painting,1910.0,Pyotr Konchalovsky,Max Pechstein
33313.jpg,Art Nouveau (Modern),cityscape,1903,Vincent van Gogh,Mstislav Dobuzhinsky
62826.jpg,Symbolism,symbolic painting,1896,Vincent van Gogh,Frantisek Kupka
17595.jpg,Hard Edge Painting,abstract,1964.0,Theophile Steinlen,Lorser Feitelson
27351.jpg,Neo-Romanticism,genre painting,,Edgar Degas,Stanley Spencer
79814.jpg,Op Art,animal painting,1950.0,Gustave Dore,Victor Vasarely
57341.jpg,Pointillism,landscape,1905.0,Vincent van Gogh,Jean Metzinger
98132.jpg,Romanticism,genre painting,1812,Vincent van Gogh,Alexander Orlowski
97118.jpg,Romanticism,marina,1850,Pierre-Auguste Renoir,William Turner
32390.jpg,Romanticism,religious painting,c.1852,Edgar Degas,Honore Daumier
65584.jpg,Post-Impressionism,self-portrait,,Edgar Degas,Henri Martin
89921.jpg,Analytical Realism,allegorical painting,1921,Pyotr Konchalovsky,Pavel Filonov
86483.jpg,Analytical Realism,allegorical painting,1913,Pyotr Konchalovsky,Pavel Filonov
96555.jpg,Expressionism,interior,1911,Pyotr Konchalovsky,Henri Matisse
17075.jpg,Impressionism,genre painting,,Camille Pissarro,Nikolay Bogdanov-Belsky
27252.jpg,Romanticism,portrait,,Camille Corot,Henry Raeburn
26951.jpg,Sōsaku hanga,bird-and-flower painting,1982,Theophile Steinlen,Summer
56912.jpg,Art Informel,abstract,1982.0,Pyotr Konchalovsky,Luciano Bartolini
67865.jpg,Realism,landscape,c.1872,Camille Corot,Eugene Boudin
46063.jpg,Figurative Expressionism,genre painting,1996,Vincent van Gogh,George Stefanescu-Ramnic 
18695.jpg,Impressionism,portrait,,Vincent van Gogh,Mary Cassatt
101853.jpg,Expressionism,genre painting,1889.0,Edgar Degas,Edvard Munch
14302.jpg,Ottoman Period,calligraphy,,Pyotr Konchalovsky,Mustafa Rakim
97890.jpg,Symbolism,symbolic painting,1900,Edgar Degas,Frantisek Kupka
92568.jpg,Abstract Expressionism,abstract,1948,Theophile Steinlen,Mark Rothko
58851.jpg,Cubism,portrait,1931.0,Pyotr Konchalovsky,M. H. Maxy
21543.jpg,Pointillism,portrait,1891,Boris Kustodiev,Henri-Edmond Cross
83329.jpg,Naïve Art (Primitivism),marina,1938.0,Theophile Steinlen,Alfred Wallis
50739.jpg,Ukiyo-e,portrait,1888.0,Boris Kustodiev,Tsukioka Yoshitoshi
15452.jpg,Baroque,religious painting,1636,Camille Corot,Francisco de Zurbaran
61348.jpg,Rococo,mythological painting,c.1785,Edgar Degas,Joshua Reynolds
30069.jpg,Analytical Realism,portrait,1940,Camille Pissarro,Pavel Filonov
59742.jpg,Naïve Art (Primitivism),genre painting,1968,Pyotr Konchalovsky,Marc Chagall
15742.jpg,Fauvism,landscape,1905,Pyotr Konchalovsky,Henri Matisse
59553.jpg,Fauvism,,1921,Pyotr Konchalovsky,Kees van Dongen
48904.jpg,Impressionism,landscape,1888,Camille Pissarro,Alfred Sisley
74119.jpg,Surrealism,figurative,1995.0,Pyotr Konchalovsky,Rene Bertholo
57743.jpg,Impressionism,landscape,1902.0,Pyotr Konchalovsky,Valentin Serov
59189.jpg,Minimalism,abstract,c.1961,Theophile Steinlen,Agnes Martin
43580.jpg,Realism,portrait,1847,Camille Corot,Pavel Fedotov
5327.jpg,Realism,portrait,1851,Edgar Degas,Pavel Fedotov
55726.jpg,Art Nouveau (Modern),portrait,1886,Boris Kustodiev,Mikhail Vrubel
61333.jpg,Romanticism,religious painting,1800,Camille Corot,William Turner
101677.jpg,Art Nouveau (Modern),religious painting,,Boris Kustodiev,Wilhelm Kotarbinski
100548.jpg,Symbolism,portrait,,Edgar Degas,Franz Stuck
14289.jpg,Art Nouveau (Modern),landscape,1917.0,Edgar Degas,Tom Thomson
18072.jpg,Expressionism,landscape,,Pyotr Konchalovsky,Paul Klee
30425.jpg,Fauvism,landscape,1907,Pyotr Konchalovsky,Henri Matisse
52210.jpg,Luminism,marina,,Eugene Boudin,Albert Bierstadt
99327.jpg,Expressionism,portrait,1936,Boris Kustodiev,Francis Picabia
84127.jpg,Neoclassicism,portrait,,Pierre-Auguste Renoir,Gheorghe Tattarescu
79685.jpg,Abstract Expressionism,abstract,1959,Eugene Boudin,Jay DeFeo
37473.jpg,Japonism,portrait,,Camille Corot,William Merritt Chase
87695.jpg,Rococo,portrait,1764,Camille Corot,Joshua Reynolds
91052.jpg,Divisionism,landscape,,Camille Pissarro,Henri Martin
21815.jpg,Orphism,genre painting,,Boris Kustodiev,Robert Delaunay
52395.jpg,Ukiyo-e,genre painting,,Boris Kustodiev,Kitagawa Utamaro
82432.jpg,Surrealism,symbolic painting,1935.0,Boris Kustodiev,Remedios Varo
14439.jpg,Expressionism,portrait,1918,Boris Kustodiev,Amedeo Modigliani
92176.jpg,Sōsaku hanga,cityscape,1951,Theophile Steinlen,Toshi Yoshida
49659.jpg,Minimalism,abstract,1998,Theophile Steinlen,Agnes Martin
77637.jpg,Impressionism,landscape,1883,Vincent van Gogh,Paul Signac
87570.jpg,Romanticism,cityscape,1866,Edgar Degas,William Holman Hunt
102532.jpg,Art Nouveau (Modern),illustration,,Theophile Steinlen,Theophile Steinlen
89392.jpg,Symbolism,religious painting,c.1894,Gustave Dore,James Tissot
56542.jpg,Realism,portrait,1851,Edgar Degas,Pavel Fedotov
66065.jpg,Romanticism,illustration,,Camille Corot,Joseph Wright
5629.jpg,Art Informel,abstract,1972.0,Theophile Steinlen,Antoni Tapies
6194.jpg,Academicism,portrait,1850,Theophile Steinlen,Christina Robertson
28733.jpg,Cubism,still life,1915,Edgar Degas,Lyubov Popova
27488.jpg,Romanticism,genre painting,,Camille Pissarro,Mykola Pymonenko
57146.jpg,Art Nouveau (Modern),design,,Boris Kustodiev,Ivan Bilibin
40479.jpg,Zen,calligraphy,,Theophile Steinlen,Nakahara Nantenbo
93820.jpg,Art Nouveau (Modern),portrait,,Pierre-Auguste Renoir,Sergey Solomko
47762.jpg,Romanticism,animal painting,1793.0,Vincent van Gogh,James Ward 
603.jpg,Intimism,portrait,1907,Boris Kustodiev,Edouard Vuillard
16737.jpg,Symbolism,illustration,1891,Pyotr Konchalovsky,Mikhail Vrubel
64807.jpg,Expressionism,genre painting,1910,Vincent van Gogh,Marc Chagall
10486.jpg,Ukiyo-e,flower painting,1832,Theophile Steinlen,Katsushika Hokusai
9719.jpg,Pop Art,figurative,,Vincent van Gogh,May Wilson
16693.jpg,Northern Renaissance,portrait,c.1524,Camille Corot,Hans Holbein the Younger
9989.jpg,Impressionism,portrait,1879,Vincent van Gogh,Edouard Manet
38633.jpg,Muralism,history painting,1935,Pyotr Konchalovsky,Diego Rivera
46548.jpg,Romanticism,literary painting,,Pierre-Auguste Renoir,Konstantin Makovsky
29705.jpg,Northern Renaissance,religious painting,c.1480,Boris Kustodiev,Hans Memling
1778.jpg,Cubism,portrait,1913,Pyotr Konchalovsky,Diego Rivera
34209.jpg,Art Nouveau (Modern),illustration,1895.0,Theophile Steinlen,Thomas Theodor Heine
14938.jpg,Art Nouveau (Modern),genre painting,1894,Boris Kustodiev,Henri de Toulouse-Lautrec
27988.jpg,Impressionism,portrait,,Edgar Degas,Joaquín Sorolla
37275.jpg,Surrealism,symbolic painting,,Pyotr Konchalovsky,Esteban Frances
58006.jpg,Romanticism,history painting,1889.0,Boris Kustodiev,Jan Matejko
92253.jpg,Realism,cityscape,1873,Eugene Boudin,Eugene Boudin
52628.jpg,Impressionism,marina,c.1883,Eugene Boudin,Eugene Boudin
44351.jpg,Realism,caricature,,Theophile Steinlen,Honore Daumier
73656.jpg,Abstract Expressionism,genre painting,1952,Theophile Steinlen,Henri Matisse
20604.jpg,Romanticism,genre painting,1821,Theophile Steinlen,Eugene Delacroix
66793.jpg,Romanticism,portrait,,Edgar Degas,Polychronis Lembesis
36305.jpg,Realism,landscape,1876,Vincent van Gogh,Ivan Kramskoy
89356.jpg,Orientalism,wildlife painting,1855,Pyotr Konchalovsky,Eugene Delacroix
28784.jpg,Symbolism,symbolic painting,1907,Camille Corot,Mikalojus Ciurlionis
46954.jpg,High Renaissance,religious painting,1512,Pyotr Konchalovsky,Michelangelo
33178.jpg,Realism,portrait,,Camille Corot,Pavel Fedotov
72960.jpg,Abstract Art,abstract,1942.0,Boris Kustodiev,Lawren Harris
95168.jpg,Rococo,portrait,1779,Edgar Degas,Dmitry Levitzky
59195.jpg,Mannerism (Late Renaissance),cityscape,,Boris Kustodiev,Maerten van Heemskerck
27719.jpg,Naïve Art (Primitivism),landscape,1924,Edgar Degas,Marc Chagall
44387.jpg,Romanticism,history painting,,Vincent van Gogh,Jan Matejko
10131.jpg,Academicism,sketch and study,1894,Vincent van Gogh,Henryk Siemiradzki
86643.jpg,Rococo,portrait,,Camille Corot,George Romney
99358.jpg,Romanticism,landscape,1873,Boris Kustodiev,Henryk Siemiradzki
64289.jpg,Surrealism,sketch and study,1960,Theophile Steinlen,Marc Chagall
33596.jpg,Art Nouveau (Modern),illustration,,Theophile Steinlen,Arthur Rackham
99630.jpg,Naïve Art (Primitivism),genre painting,1912,Boris Kustodiev,Pavel Filonov
3589.jpg,Expressionism,still life,1952,Pyotr Konchalovsky,Georges Braque
35533.jpg,Art Informel,abstract,1969.0,Boris Kustodiev,Fritz Winter
94743.jpg,Neo-Expressionism,abstract,1982.0,Theophile Steinlen,Cy Twombly
48645.jpg,Romanticism,portrait,,Edgar Degas,Francisco Goya
614.jpg,Neoclassicism,genre painting,,Camille Pissarro,John William Godward
14324.jpg,Surrealism,religious painting,1966,Boris Kustodiev,Marc Chagall
29023.jpg,Art Nouveau (Modern),portrait,,Pyotr Konchalovsky,Sergey Solomko
61780.jpg,Romanticism,portrait,1800.0,Theophile Steinlen,Charles Turner
27517.jpg,Expressionism,nude painting (nu),,Theophile Steinlen,Nicolae Tonitza
20535.jpg,Naïve Art (Primitivism),genre painting,,Boris Kustodiev,Niko Pirosmani
24246.jpg,Expressionism,nude painting (nu),1917,Edgar Degas,Amedeo Modigliani
6092.jpg,Romanticism,cityscape,1839,Pierre-Auguste Renoir,William Turner
11904.jpg,Art Nouveau (Modern),mythological painting,,Theophile Steinlen,Raphael Kirchner
7678.jpg,Impressionism,landscape,1885,Pierre-Auguste Renoir,Alfred Sisley
100147.jpg,Impressionism,landscape,1903.0,Boris Kustodiev,Jean Metzinger
5029.jpg,Impressionism,genre painting,,Camille Pissarro,Georgios Jakobides
75478.jpg,Art Nouveau (Modern),genre painting,1910,Pyotr Konchalovsky,Ferdinand Hodler
40928.jpg,Symbolism,cityscape,1915,Camille Pissarro,Mstislav Dobuzhinsky
72169.jpg,Post-Impressionism,landscape,1943,Vincent van Gogh,Pierre Bonnard
68171.jpg,Surrealism,symbolic painting,,Edgar Degas,Zdislav Beksinski
51170.jpg,Neoclassicism,portrait,,Theophile Steinlen,Gheorghe Tattarescu
45415.jpg,Surrealism,symbolic painting,1953.0,Edgar Degas,Remedios Varo
39789.jpg,Proto Renaissance,religious painting,,Boris Kustodiev,Giotto
70332.jpg,Naturalism,animal painting,1864.0,Theophile Steinlen,John James Audubon
76938.jpg,Magic Realism,,1969,Theophile Steinlen,alex colville
31555.jpg,Expressionism,sketch and study,1934,Theophile Steinlen,Balthus
80273.jpg,Romanticism,portrait,,Camille Corot,Francisco Goya
45826.jpg,Futurism,landscape,1918.0,Boris Kustodiev,Enrico Prampolini
19014.jpg,Symbolism,symbolic painting,1900,Eugene Boudin,Nikolaos Gyzis
101810.jpg,Realism,portrait,1940,Pyotr Konchalovsky,Mikhail Nesterov
63502.jpg,Post-Impressionism,landscape,1917.0,Vincent van Gogh,Tom Thomson
64180.jpg,Baroque,portrait,,Edgar Degas,Francisco de Zurbaran
1312.jpg,Expressionism,portrait,1917,Boris Kustodiev,Amedeo Modigliani
39938.jpg,Impressionism,genre painting,1904.0,Edgar Degas,Henry Herbert La Thangue
22682.jpg,Realism,portrait,1819,Gustave Dore,Alexey Venetsianov
48450.jpg,Post-Impressionism,sketch and study,1901,Boris Kustodiev,Victor Borisov-Musatov
30460.jpg,Post-Impressionism,portrait,1928.0,Pyotr Konchalovsky,Nicolae Tonitza
69380.jpg,Realism,genre painting,1876,Edgar Degas,Max Liebermann
7196.jpg,Ukiyo-e,genre painting,1896.0,Theophile Steinlen,Ogata Gekko
10740.jpg,Ottoman Period,calligraphy,,Vincent van Gogh,Mustafa Rakim
64628.jpg,Expressionism,genre painting,c.1913,Pyotr Konchalovsky,Andre Derain
76401.jpg,Naïve Art (Primitivism),marina,,Theophile Steinlen,Alfred Wallis
57379.jpg,Ukiyo-e,genre painting,1934.0,Boris Kustodiev,Violet
58611.jpg,Realism,genre painting,,Camille Corot,James Tissot
44614.jpg,Realism,landscape,1940,Camille Pissarro,Konstantin Bogaevsky
64826.jpg,Baroque,portrait,c.1630,Pierre-Auguste Renoir,Anthony van Dyck
40730.jpg,Baroque,religious painting,,Edgar Degas,Peter Paul Rubens
30115.jpg,Romanticism,portrait,1809,Theophile Steinlen,Alexander Orlowski
88557.jpg,Surrealism,sketch and study,1960,Theophile Steinlen,Marc Chagall
70795.jpg,Realism,marina,c.1863,Camille Corot,James McNeill Whistler
13236.jpg,Romanticism,genre painting,,Camille Pissarro,Mykola Pymonenko
71906.jpg,Romanticism,portrait,,Gustave Dore,Orest Kiprensky
31142.jpg,Realism,cityscape,1859,Camille Corot,Nikolai Ge
11531.jpg,Realism,portrait,1882,Edgar Degas,Ivan Kramskoy
93519.jpg,Rococo,portrait,1780,Camille Corot,Fyodor Rokotov
18233.jpg,Post-Impressionism,landscape,1905,Pyotr Konchalovsky,Victor Borisov-Musatov
747.jpg,Romanticism,genre painting,c.1825,Pyotr Konchalovsky,Alexander Orlowski
103041.jpg,Art Nouveau (Modern),genre painting,,Theophile Steinlen,Sergey Solomko
30614.jpg,Art Nouveau (Modern),genre painting,,Theophile Steinlen,Sergey Solomko
79224.jpg,Post-Impressionism,nude painting (nu),1939,Vincent van Gogh,Pierre Bonnard
95757.jpg,Rococo,portrait,1760,Camille Corot,Joshua Reynolds
57081.jpg,Art Nouveau (Modern),cityscape,1908,Boris Kustodiev,Mstislav Dobuzhinsky
2413.jpg,Rococo,portrait,1774,Camille Corot,Dmitry Levitzky
19740.jpg,Cubism,genre painting,1912,Boris Kustodiev,Marc Chagall
53061.jpg,Realism,genre painting,1851,Edgar Degas,Pavel Fedotov
49839.jpg,Surrealism,abstract,1933,Edgar Degas,Joan Miro
26303.jpg,Naïve Art (Primitivism),portrait,1908,Camille Corot,Niko Pirosmani
94436.jpg,Northern Renaissance,portrait,1530,Boris Kustodiev,Hans Baldung
41219.jpg,Romanticism,cityscape,,Camille Corot,David Roberts
876.jpg,Romanticism,landscape,,Theophile Steinlen,Taras Shevchenko
16813.jpg,Romanticism,landscape,,Camille Corot,David Roberts
98199.jpg,Orphism,portrait,c.1911,Pyotr Konchalovsky,Frantisek Kupka
13773.jpg,Expressionism,portrait,1918,Edgar Degas,Amedeo Modigliani
59812.jpg,Realism,genre painting,1848,Theophile Steinlen,Honore Daumier
53536.jpg,Romanticism,genre painting,1815,Theophile Steinlen,Alexander Orlowski
3683.jpg,Realism,landscape,c.1894,Eugene Boudin,Isaac Levitan
49737.jpg,Lyrical Abstraction,abstract,1969.0,Theophile Steinlen,Kazuo Shiraga
97531.jpg,Art Nouveau (Modern),allegorical painting,1897,Theophile Steinlen,Gustav Klimt
39865.jpg,Early Renaissance,religious painting,1475,Boris Kustodiev,Domenico Ghirlandaio
46497.jpg,Art Nouveau (Modern),design,,Boris Kustodiev,Ivan Bilibin
68693.jpg,Realism,portrait,1847,Camille Corot,Pavel Fedotov
98734.jpg,Minimalism,abstract,1964,Theophile Steinlen,Mark Rothko
70175.jpg,High Renaissance,sketch and study,c.1504,Boris Kustodiev,Raphael
58192.jpg,High Renaissance,sketch and study,,Vincent van Gogh,Michelangelo
57976.jpg,Cloisonnism,genre painting,1891,Pyotr Konchalovsky,Paul Gauguin
18294.jpg,Symbolism,portrait,1925,Pyotr Konchalovsky,Konstantin Somov
68095.jpg,Impressionism,landscape,1898,Camille Corot,Francis Picabia
82625.jpg,Abstract Expressionism,abstract,1967.0,Theophile Steinlen,Jean-Paul Riopelle
2551.jpg,Intimism,nude painting (nu),1925,Pyotr Konchalovsky,Pierre Bonnard
75833.jpg,Expressionism,portrait,1915,Theophile Steinlen,Martiros Saryan
52972.jpg,Baroque,religious painting,c.1668,Pierre-Auguste Renoir,Juan de Valdes Leal
4970.jpg,Luminism,landscape,1860.0,Edgar Degas,Frederic Edwin Church
82396.jpg,Romanticism,religious painting,1868,Boris Kustodiev,Edward Burne-Jones
53067.jpg,Romanticism,landscape,,Camille Pissarro,John Atkinson Grimshaw
91710.jpg,Magic Realism,,1979,Theophile Steinlen,alex colville
1194.jpg,Art Informel,abstract,1960,Theophile Steinlen,Carl Buchheister
58793.jpg,New Realism,cityscape,1928,Boris Kustodiev,John French Sloan
44771.jpg,Art Nouveau (Modern),poster,1892.0,Theophile Steinlen,Theophile Steinlen
17715.jpg,Romanticism,genre painting,,Boris Kustodiev,David Roberts
27037.jpg,Surrealism,symbolic painting,1929,Theophile Steinlen,Rene Magritte
54921.jpg,Realism,portrait,1882.0,Vincent van Gogh,Henrique Pousao
72741.jpg,Minimalism,abstract,1974,Boris Kustodiev,Perle Fine
57925.jpg,Metaphysical art,portrait,1928.0,Edgar Degas,Felice Casorati
21709.jpg,Pop Art,figurative,,Theophile Steinlen,Allan D'Arcangelo
53107.jpg,Academicism,mythological painting,1889,Pyotr Konchalovsky,Henryk Siemiradzki
83163.jpg,Post-Impressionism,portrait,1930,Edgar Degas,Edouard Vuillard
61296.jpg,Expressionism,still life,1912.0,Vincent van Gogh,Marsden Hartley
8226.jpg,Romanticism,literary painting,,Boris Kustodiev,Ford Madox Brown
84063.jpg,Realism,illustration,,Theophile Steinlen,Georgios Jakobides
10874.jpg,Romanticism,landscape,1857.0,Camille Pissarro,Taras Shevchenko
99570.jpg,Romanticism,genre painting,,Camille Pissarro,Mykola Pymonenko
1044.jpg,Expressionism,landscape,1957,Camille Pissarro,Balthus
37634.jpg,Realism,genre painting,1901,Camille Pissarro,Mykola Pymonenko
19543.jpg,Realism,portrait,,Pyotr Konchalovsky,Pavel Fedotov
25915.jpg,Analytical Realism,portrait,1940,Boris Kustodiev,Pavel Filonov
19634.jpg,Realism,landscape,1869,Eugene Boudin,Gustave Courbet
44345.jpg,Post-Impressionism,landscape,,Camille Pissarro,Gustave Loiseau
9181.jpg,Art Nouveau (Modern),allegorical painting,1896,Boris Kustodiev,Gustav Klimt
92065.jpg,Realism,still life,1880,Edgar Degas,Edouard Manet
40935.jpg,Futurism,illustration,1913,Theophile Steinlen,David Burliuk
86173.jpg,,,1983,Vincent van Gogh,Sergei Parajanov
99885.jpg,Romanticism,cityscape,1845.0,Vincent van Gogh,John Ruskin
50155.jpg,Realism,landscape,1851,Camille Corot,Charles-Francois Daubigny
8245.jpg,Abstract Art,abstract,1950,Boris Kustodiev,Francis Picabia
75683.jpg,Post-Impressionism,still life,,Camille Pissarro,Paul Gauguin
42896.jpg,Surrealism,symbolic painting,1926,Boris Kustodiev,Rene Magritte
79143.jpg,Romanticism,animal painting,1792,Edgar Degas,George Stubbs
72383.jpg,Expressionism,flower painting,1957.0,Boris Kustodiev,Morris Graves
70153.jpg,Mannerism (Late Renaissance),portrait,,Theophile Steinlen,Jacopo Pontormo
18322.jpg,Romanticism,genre painting,1766,Boris Kustodiev,Joseph Wright
10524.jpg,Romanticism,landscape,1778,Vincent van Gogh,Joseph Wright
32638.jpg,Rococo,landscape,1740.0,Camille Pissarro,George Lambert
41123.jpg,Realism,cityscape,1887.0,Camille Pissarro,Aberdeen 
65479.jpg,Abstract Art,design,1928,Boris Kustodiev, Wassily Kandinsky
85904.jpg,Neoclassicism,portrait,,Gustave Dore,Abraham van Strij
102586.jpg,Impressionism,cityscape,1874,Camille Pissarro,Alfred Sisley
20312.jpg,Hard Edge Painting,abstract,,Theophile Steinlen,Lorser Feitelson
17627.jpg,Ukiyo-e,nude painting (nu),,Theophile Steinlen,Katsushika Hokusai
79468.jpg,Naïve Art (Primitivism),design,1979,Boris Kustodiev,Marc Chagall
35269.jpg,Surrealism,figurative,1974,Theophile Steinlen,Marcel Marien
9827.jpg,Art Nouveau (Modern),illustration,1911.0,Theophile Steinlen,John Bauer
4614.jpg,Realism,genre painting,1827,Edgar Degas,Alexey Venetsianov
36455.jpg,Romanticism,portrait,1861,Vincent van Gogh,Edward Burne-Jones
18541.jpg,Lyrical Abstraction,abstract,1958.0,Boris Kustodiev,Friedel Dzubas
89832.jpg,Romanticism,genre painting,1833,Pyotr Konchalovsky,Eugene Delacroix
10640.jpg,Surrealism,symbolic painting,,Camille Corot,Zdislav Beksinski
36426.jpg,Romanticism,history painting,,Vincent van Gogh,Jan Matejko
