Filename,Date,Genre,Style,Predictions,Real Values
59039.jpg,1972.0,abstract,Art Deco,Pablo Picasso,John Vassos
86405.jpg,1552,portrait,Mannerism (Late Renaissance),Albrecht Durer,Titian
3661.jpg,1867.0,genre painting,Romanticism,Rembrandt,Jan Matejko
67885.jpg,c.1874,landscape,Realism,Camille Corot,Charles-Francois Daubigny
21774.jpg,1931,still life,Expressionism,Albrecht Durer,George Bouzianis
9017.jpg,,allegorical painting,Art Nouveau (Modern),Albrecht Durer,Stefan Luchian
5173.jpg,1899.0,design,Art Nouveau (Modern),Zdislav Beksinski,Louis Comfort Tiffany
64708.jpg,,portrait,Art Nouveau (Modern),Albrecht Durer,Raphael Kirchner
16334.jpg,1970.0,abstract,Op Art,Pablo Picasso,Victor Vasarely
54499.jpg,1964.0,abstract,Color Field Painting,Zdislav Beksinski,Paul Feeley
62580.jpg,1985.0,abstract,Abstract Expressionism,Zdislav Beksinski,Cy Twombly
24587.jpg,c.1640,genre painting,Tenebrism,Albrecht Durer,Matthias Stom
4833.jpg,1901.0,illustration,Art Nouveau (Modern),Pablo Picasso,Theophile Steinlen
73395.jpg,,portrait,Rococo,John Singer Sargent,John Jackson
10401.jpg,1856,genre painting,Realism,Camille Corot,Jean-Francois Millet
38538.jpg,1952,abstract,Abstract Expressionism,Pablo Picasso,Perle Fine
73501.jpg,1969,abstract,Color Field Painting,Ivan Aivazovsky,Rupprecht Geiger
51909.jpg,1932,still life,Expressionism,Albrecht Durer,George Bouzianis
40654.jpg,1931,still life,Expressionism,Albrecht Durer,George Bouzianis
100254.jpg,1930,still life,Expressionism,Edgar Degas,George Bouzianis
13633.jpg,,calligraphy,Ottoman Period,Henri Matisse,Mustafa Rakim
69643.jpg,,portrait,Romanticism,Theophile Steinlen,Alexander Orlowski
102318.jpg,,still life,Art Nouveau (Modern),Henri Matisse,Koloman Moser
41535.jpg,2001,portrait,Expressionism,Pyotr Konchalovsky,Lucian Freud
1198.jpg,,symbolic painting,Surrealism,Zdislav Beksinski,Zdislav Beksinski
690.jpg,1923,landscape,Realism,Rembrandt,Konstantin Yuon
95924.jpg,1899,portrait,Post-Impressionism,Albrecht Durer,Henri de Toulouse-Lautrec
82984.jpg,1978,,Magic Realism,Theophile Steinlen,alex colville
75533.jpg,1964.0,abstract,Lettrism,Pablo Picasso,Isidore Isou
87507.jpg,,sketch and study,Northern Renaissance,Albrecht Durer,Rogier van der Weyden
84823.jpg,1830.0,genre painting,Romanticism,Gustave Dore,Samuel Palmer
7219.jpg,c.1520,sketch and study,High Renaissance,Albrecht Durer,Michelangelo
45574.jpg,1985.0,abstract,Hard Edge Painting,Henri Matisse,Jean-Paul Jerome
20852.jpg,1881,landscape,Realism,Vincent van Gogh,Volodymyr Orlovsky
100628.jpg,1830.0,genre painting,Romanticism,Gustave Dore,Samuel Palmer
1531.jpg,,landscape,Romanticism,Gustave Dore,Samuel Palmer
4581.jpg,1967.0,abstract,Hard Edge Painting,Zdislav Beksinski,Lorser Feitelson
53098.jpg,,abstract,Art Deco,Pablo Picasso,John Vassos
37073.jpg,c.1525,sketch and study,High Renaissance,Albrecht Durer,Michelangelo
68872.jpg,1861.0,genre painting,Romanticism,Gustave Dore,Samuel Palmer
83889.jpg,1855.0,genre painting,Romanticism,Gustave Dore,Samuel Palmer
4136.jpg,1854.0,genre painting,Romanticism,Gustave Dore,Early Morning 
78222.jpg,1855,literary painting,Romanticism,Theophile Steinlen,Dante Gabriel Rossetti
28491.jpg,1883.0,illustration,Romanticism,Gustave Dore,Samuel Palmer
12718.jpg,,design,Constructivism,Zdislav Beksinski,Le Corbusier
87593.jpg,1848.0,landscape,Romanticism,Gustave Dore,Samuel Palmer
25310.jpg,,sketch and study,Early Renaissance,Albrecht Durer,Jacopo Bellini
15738.jpg,,design,Art Nouveau (Modern),Zdislav Beksinski,Louis Comfort Tiffany
92032.jpg,1969,symbolic painting,Surrealism,Pablo Picasso,Joan Miro
54174.jpg,1926,symbolic painting,Surrealism,Henri Matisse,Rene Magritte
18893.jpg,,genre painting,Muralism,Vincent van Gogh,David Alfaro Siqueiros
89951.jpg,,genre painting,Fauvism,Pyotr Konchalovsky,Fikret Mualla Saygi
93068.jpg,1762,portrait,Rococo,Rembrandt,Allan Ramsay
18396.jpg,,portrait,Realism,Rembrandt,Theodule Ribot
21994.jpg,1855,portrait,Realism,John Singer Sargent,Gustave Courbet
4053.jpg,1951.0,genre painting,Naïve Art (Primitivism),Pablo Picasso,Fernand Leger
93702.jpg,,religious painting,Academicism,Pablo Picasso,Alexander Ivanov
73018.jpg,1984,abstract,Minimalism,Ivan Aivazovsky,Warren Rohrer
13406.jpg,2000,nude painting (nu),Expressionism,John Singer Sargent,Lucian Freud
101656.jpg,1925.0,portrait,Expressionism,Henri Matisse,Nicolae Tonitza
33975.jpg,,portrait,Impressionism,Vincent van Gogh,Kazimir Malevich
73339.jpg,1896,landscape,Impressionism,Claude Monet,Arthur Streeton
63400.jpg,c.1830,landscape,Realism,Ivan Aivazovsky,Theodore Rousseau
11727.jpg,1959.0,abstract,Abstract Expressionism,Henri Matisse,Friedel Dzubas
35253.jpg,,marina,Romanticism,Eugene Boudin,David Roberts
67837.jpg,1927,genre painting,Neo-Romanticism,Edgar Degas,Stanley Spencer
37343.jpg,,genre painting,Ukiyo-e,Theophile Steinlen,Kitagawa Utamaro
11267.jpg,1944,abstract,Surrealism,Henri Matisse,Mark Rothko
24182.jpg,,self-portrait,Art Nouveau (Modern),Henri Matisse,Filipp Malyavin
1752.jpg,1875,landscape,Romanticism,Ivan Aivazovsky,Fyodor Bronnikov
35026.jpg,1890,portrait,Cloisonnism,Henri Matisse,Edouard Vuillard
82546.jpg,1960,abstract,Nouveau Réalisme,Albrecht Durer,Oskar Holweck
64295.jpg,1983.0,figurative,Neo-Expressionism,Henri Matisse,Antonio Palolo
75534.jpg,,abstract,Concretism,Zdislav Beksinski,Bruno Munari
49996.jpg,,symbolic painting,Surrealism,Zdislav Beksinski,Zdislav Beksinski
101652.jpg,1936.0,landscape,Surrealism,Pablo Picasso,Modality Series
11578.jpg,1914,abstract,Surrealism,Pablo Picasso,Jean Arp
95463.jpg,1903,flower painting,Post-Impressionism,Pyotr Konchalovsky,Victor Borisov-Musatov
94652.jpg,c.1795,portrait,Romanticism,Albrecht Durer,Henry Raeburn
52808.jpg,1825,portrait,Romanticism,John Singer Sargent,Orest Kiprensky
45609.jpg,1951.0,flower painting,Ink and wash painting,Theophile Steinlen,Qi Baishi
50365.jpg,1973.0,abstract,Art Informel,Zdislav Beksinski,Antoni Tapies
25660.jpg,1975.0,landscape,Expressionism,Gustave Dore,Avigdor Arikha
31863.jpg,1979.0,still life,Post-Impressionism,Pyotr Konchalovsky,Gregoire Boonzaier
76736.jpg,,landscape,Tonalism,Ivan Aivazovsky,Xavier Martinez
91008.jpg,1919,allegorical painting,Analytical Realism,Pablo Picasso,Pavel Filonov
99680.jpg,1944.0,marina,Post-Impressionism,Ivan Aivazovsky,Victor Pasmore
42107.jpg,c.1934,cityscape,Expressionism,Pyotr Konchalovsky,Chaim Soutine
34590.jpg,1984,abstract,Art Informel,Henri Matisse,Eugene Brands
44674.jpg,1960,abstract,Color Field Painting,Albrecht Durer,Agnes Martin
37565.jpg,1989.0,abstract,Minimalism,Theophile Steinlen,1
93435.jpg,1960,abstract,Color Field Painting,Theophile Steinlen,Agnes Martin
100754.jpg,1867,cityscape,Romanticism,Vincent van Gogh,William Holman Hunt
94277.jpg,,religious painting,Baroque,Henri Matisse,Francisco de Zurbaran
37267.jpg,1923,genre painting,Post-Impressionism,Henri Matisse,Henri Matisse
82680.jpg,,battle painting,Ukiyo-e,Rembrandt,Utagawa Kuniyoshi
66076.jpg,1913.0,landscape,Realism,Camille Corot,Tom Scott
15040.jpg,1899,design,Symbolism,Pablo Picasso,Mikhail Vrubel
43481.jpg,1963,abstract,Color Field Painting,Henri Matisse,Perle Fine
72948.jpg,1928,genre painting,Symbolism,Boris Kustodiev,Mikhail Nesterov
10259.jpg,1914.0,design,Art Nouveau (Modern),Zdislav Beksinski,Louis Comfort Tiffany
54980.jpg,,sketch and study,Cubo-Futurism,Pablo Picasso,Kazimir Malevich
45974.jpg,,symbolic painting,Surrealism,Zdislav Beksinski,Zdislav Beksinski
100008.jpg,,marina,Romanticism,Albrecht Durer,William Bradford
25281.jpg,1958,portrait,Expressionism,Vincent van Gogh,Lucian Freud
37827.jpg,1938.0,history painting,Neoclassicism,Albrecht Durer,Carlo Carra
101591.jpg,1908.0,cityscape,Expressionism,Pablo Picasso,Lajos Tihanyi
83318.jpg,c.1912,allegorical painting,Symbolism,Theophile Steinlen,Franz Stuck
64203.jpg,1823,cityscape,Romanticism,Ivan Aivazovsky,Richard Parkes Bonington
26055.jpg,,illustration,Art Nouveau (Modern),Pablo Picasso,Arthur Rackham
81740.jpg,1867.0,pastorale,Realism,Camille Corot,Charles Jacque
46470.jpg,1970,abstract,Minimalism,Rembrandt,Perle Fine
39743.jpg,1960,portrait,Expressionism,Albrecht Durer,David Alfaro Siqueiros
19170.jpg,1952,symbolic painting,Surrealism,John Singer Sargent,Dorothea Tanning
26495.jpg,1900,landscape,Impressionism,Ivan Aivazovsky,The Golden Bay 
39855.jpg,1862.0,portrait,Romanticism,Camille Corot,William Collins
20670.jpg,1696.0,religious painting,Baroque,Rembrandt,Luca Giordano
34654.jpg,1914,abstract,Futurism,Henri Matisse,David Burliuk
31471.jpg,1935.0,portrait,Expressionism,Henri Matisse,Marie Laurencin
30198.jpg,,portrait,Art Deco,Albrecht Durer,Tamara de Lempicka
36250.jpg,,landscape,Post-Impressionism,Pierre-Auguste Renoir,Roger Fry
97371.jpg,,landscape,Post-Impressionism,Pablo Picasso,Vladimir Dimitrov
53737.jpg,1847,portrait,Romanticism,Rembrandt,Eugene Delacroix
11926.jpg,,nude painting (nu),Post-Impressionism,Henri Matisse,Henri Matisse
5414.jpg,1820.0,portrait,Romanticism,Rembrandt,Thomas Lawrence
4291.jpg,1875.0,landscape,Realism,Claude Monet,Jose Ferraz de Almeida Junior
82993.jpg,,landscape,Romanticism,Childe Hassam,David Roberts
61639.jpg,1809,portrait,Romanticism,Pablo Picasso,Orest Kiprensky
32369.jpg,1900,design,Symbolism,Pyotr Konchalovsky,Mikhail Vrubel
12056.jpg,1960,abstract,Abstract Expressionism,Henri Matisse,Hans Hofmann
53190.jpg,1814,capriccio,Romanticism,Gustave Dore,Francisco Goya
47480.jpg,1917.0,cityscape,Precisionism,Pablo Picasso,Charles Demuth
91968.jpg,1724,genre painting,Rococo,Gustave Dore,William Hogarth
25737.jpg,,genre painting,Romanticism,Rembrandt,Thomas Jones Barker
92183.jpg,,nude painting (nu),Impressionism,Claude Monet,Theo van Rysselberghe
38084.jpg,,symbolic painting,Surrealism,Zdislav Beksinski,Zdislav Beksinski
51804.jpg,1827,landscape,Romanticism,Ivan Aivazovsky,Richard Parkes Bonington
10598.jpg,1970,figurative,Surrealism,Theophile Steinlen,Marcel Marien
26703.jpg,c.1865,genre painting,Realism,Rembrandt,Honore Daumier
57044.jpg,,genre painting,Baroque,Albrecht Durer,Adriaen van de Venne
77973.jpg,1918.0,landscape,Realism,Camille Pissarro,Tom Scott
35412.jpg,,religious painting,Romanticism,Vincent van Gogh,Paul Delaroche
90559.jpg,1922,religious painting,Neo-Romanticism,Pablo Picasso,Stanley Spencer
13063.jpg,1889,portrait,Post-Impressionism,Vincent van Gogh,Henri de Toulouse-Lautrec
58683.jpg,,portrait,Rococo,John Singer Sargent,Dmitry Levitzky
54690.jpg,,animal painting,Naïve Art (Primitivism),Vincent van Gogh,David Burliuk
9616.jpg,,religious painting,Northern Renaissance,Vincent van Gogh,Hieronymus Bosch
59826.jpg,1985.0,abstract,Minimalism,Theophile Steinlen,3
7587.jpg,1947.0,design,Naïve Art (Primitivism),Theophile Steinlen,Fernand Leger
21257.jpg,c.1850,landscape,Romanticism,Albrecht Durer,Alexander Ivanov
16146.jpg,,history painting,Rococo,Zdislav Beksinski,Benjamin West
72430.jpg,1940.0,portrait,Expressionism,Boris Kustodiev,Marie Laurencin
2663.jpg,,,Contemporary Realism,Zdislav Beksinski,andrea loney
29799.jpg,1928,symbolic painting,Expressionism,Theophile Steinlen,Jose Clemente Orozco
96034.jpg,1921,genre painting,Expressionism,Henri Matisse,Henri Matisse
12846.jpg,1948.0,abstract,Abstract Art,Pablo Picasso,Victor Pasmore
55552.jpg,1946.0,portrait,Magic Realism,Camille Corot,Carel Willink
31570.jpg,,symbolic painting,Surrealism,Zdislav Beksinski,Zdislav Beksinski
60928.jpg,1771.0,landscape,Ink and wash painting,Theophile Steinlen,Yosa Buson
75727.jpg,c.1835,portrait,Realism,Camille Corot,Camille Corot
14711.jpg,,abstract,Orphism,Pablo Picasso,Albert Gleizes
5635.jpg,,genre painting,Romanticism,Rembrandt,Adolphe Joseph Thomas Monticelli
78377.jpg,1917,portrait,Expressionism,Pablo Picasso,Egon Schiele
64344.jpg,,genre painting,Expressionism,Pyotr Konchalovsky,John Bratby
60409.jpg,1934.0,symbolic painting,Surrealism,Pablo Picasso,Esteban Frances
47704.jpg,1984.0,portrait,Surrealism,Pablo Picasso,Brett Whiteley
52562.jpg,,still life,Pop Art,Zdislav Beksinski,Andy Warhol
50573.jpg,1980,abstract,Minimalism,Childe Hassam,Agnes Martin
20867.jpg,,abstract,Op Art,Zdislav Beksinski,Edna Andrade
62805.jpg,1983.0,abstract,Art Informel,Pablo Picasso,Luciano Bartolini
67817.jpg,1954.0,abstract,Abstract Expressionism,Theophile Steinlen,Kenzo Okada
76655.jpg,1650,religious painting,Baroque,Rembrandt,Francisco de Zurbaran
24528.jpg,,landscape,Realism,Vincent van Gogh,Efim Volkov
45690.jpg,1965,abstract,Abstract Expressionism,Boris Kustodiev,Hans Hofmann
7188.jpg,1952,abstract,Abstract Expressionism,Henri Matisse,William Baziotes
14897.jpg,,genre painting,Magic Realism,Albrecht Durer,Tsuguharu Foujita
59841.jpg,,,,John Singer Sargent,han van meegeren
97280.jpg,1928.0,animal painting,Cubism,Henri Matisse,Karl Knaths
33632.jpg,1877,landscape,Realism,Camille Pissarro,Volodymyr Orlovsky
92143.jpg,,symbolic painting,Surrealism,Zdislav Beksinski,Zdislav Beksinski
18011.jpg,,landscape,Realism,Ivan Aivazovsky,Abdullah Suriosubroto
86533.jpg,1941,portrait,Post-Impressionism,Pyotr Konchalovsky,Mikhail Nesterov
59165.jpg,1898.0,portrait,Realism,Camille Corot,George Henry
11993.jpg,1964.0,figurative,Expressionism,Zdislav Beksinski,Patrick Procktor
98824.jpg,1914.0,portrait,Fauvism,Pablo Picasso,Alberto Magnelli
22342.jpg,1975.0,abstract,Minimalism,Gustave Dore,Johannes Jan Schoonhoven
102915.jpg,1885,landscape,Impressionism,Camille Pissarro,Georges Seurat
13812.jpg,,portrait,Expressionism,Rembrandt,George Bouzianis
66547.jpg,1936,symbolic painting,Surrealism,Edgar Degas,Leonor Fini
89110.jpg,1984.0,abstract,Abstract Expressionism,Ivan Aivazovsky,Cy Twombly
88463.jpg,1897.0,design,Art Nouveau (Modern),Ivan Aivazovsky,Louis Comfort Tiffany
58663.jpg,1889,cityscape,Impressionism,Childe Hassam,Arthur Streeton
28545.jpg,1900.0,genre painting,Art Nouveau (Modern),Albrecht Durer,Raphael Kirchner
32202.jpg,1789,portrait,Rococo,Camille Corot,Joshua Reynolds
7867.jpg,,figurative,Surrealism,Pablo Picasso,Jules Perahim
85309.jpg,1957.0,abstract,Abstract Expressionism,Pyotr Konchalovsky,Taro Yamamoto
76775.jpg,1882.0,genre painting,Realism,Pablo Picasso,Jose Ferraz de Almeida Junior
11660.jpg,1963,abstract,Color Field Painting,Theophile Steinlen,Perle Fine
82049.jpg,1963,abstract,Color Field Painting,Henri Matisse,Perle Fine
93544.jpg,,genre painting,Realism,Vincent van Gogh,Jules Breton
40612.jpg,,cityscape,Post-Impressionism,Pyotr Konchalovsky,Konstantin Yuon
97309.jpg,,portrait,Realism,Albrecht Durer,Nikolay Bogdanov-Belsky
82551.jpg,1915.0,genre painting,Cubism,Pablo Picasso,Albert Gleizes
25234.jpg,1838.0,interior,Romanticism,Zdislav Beksinski,John Ruskin
30484.jpg,1847,genre painting,Orientalism,Gustave Dore,Eugene Delacroix
18958.jpg,,nude painting (nu),Surrealism,Henri Matisse,Jules Perahim
2308.jpg,1875.0,portrait,Academicism,Camille Corot,Jose Ferraz de Almeida Junior
39535.jpg,,genre painting,Romanticism,John Singer Sargent,David Roberts
29556.jpg,1819,portrait,Romanticism,John Singer Sargent,Theodore Gericault
15729.jpg,1956.0,flower painting,Expressionism,Childe Hassam,Spyros Papaloukas
59882.jpg,1911.0,still life,Cubism,Henri Matisse,Auguste Herbin
61539.jpg,1841.0,sketch and study,Romanticism,Boris Kustodiev,John Ruskin
89740.jpg,1963,abstract,Color Field Painting,Theophile Steinlen,Perle Fine
10376.jpg,1963,abstract,Color Field Painting,Henri Matisse,Perle Fine
25319.jpg,1881.0,religious painting,Academicism,Zdislav Beksinski,Jose Ferraz de Almeida Junior
102189.jpg,1933,portrait,Socialist Realism,Boris Kustodiev,Ilya Mashkov
54010.jpg,1965,abstract,Abstract Expressionism,Pablo Picasso,Hans Hofmann
98039.jpg,1915,portrait,Art Nouveau (Modern),John Singer Sargent,Zinaida Serebriakova
3304.jpg,,capriccio,Romanticism,Pablo Picasso,Francisco Goya
97652.jpg,1958.0,still life,Expressionism,Pyotr Konchalovsky,George Mavroides
98657.jpg,c.1871,mythological painting,Romanticism,Vincent van Gogh,Edward Burne-Jones
9444.jpg,1958.0,abstract,Spatialism,Zdislav Beksinski,Dadamaino
70415.jpg,,literary painting,Romanticism,Zdislav Beksinski,Ford Madox Brown
69684.jpg,1800,yakusha-e,Ukiyo-e,Pablo Picasso,Utagawa Toyokuni
43033.jpg,,abstract,Expressionism,Pablo Picasso,Ion Pacea
65288.jpg,,cityscape,Romanticism,Zdislav Beksinski,David Roberts
42510.jpg,1898.0,illustration,Romanticism,Boris Kustodiev,Edwin Austin Abbey
65537.jpg,c.1790,portrait,Romanticism,Camille Corot,Joseph Wright
95389.jpg,,landscape,Expressionism,Pyotr Konchalovsky,Ligia Macovei
907.jpg,1948.0,abstract,Surrealism,Pablo Picasso,Enrico Donati
51017.jpg,,cityscape,Magic Realism,Pyotr Konchalovsky,Tsuguharu Foujita
30391.jpg,,symbolic painting,Surrealism,Zdislav Beksinski,Zdislav Beksinski
99783.jpg,1888,nude painting (nu),Impressionism,Theophile Steinlen,William Merritt Chase
19983.jpg,1885,still life,Academicism,Vincent van Gogh,Mikhail Vrubel
39619.jpg,1888.0,genre painting,Realism,Rembrandt,Jose Ferraz de Almeida Junior
77307.jpg,1880.0,still life,Impressionism,John Singer Sargent,Pericles Pantazis 
36337.jpg,,genre painting,Rococo,Gustave Dore,William Hogarth
58013.jpg,1840,history painting,Neoclassicism,Gustave Dore,Jean Auguste Dominique Ingres
95399.jpg,1967,abstract,Color Field Painting,Zdislav Beksinski,Rupprecht Geiger
76726.jpg,1963,abstract,Color Field Painting,Theophile Steinlen,Perle Fine
81848.jpg,1505.0,mythological painting,High Renaissance,Albrecht Durer,Piero di Cosimo
85993.jpg,1958.0,genre painting,Ukiyo-e,Pablo Picasso,Paul Jacoulet
32377.jpg,1900,landscape,Art Nouveau (Modern),Rembrandt,Konstantin Korovin
51271.jpg,1945.0,abstract,Art Informel,Albrecht Durer,Jean Fautrier
73984.jpg,1973.0,still life,Expressionism,Henri Matisse,Louisa Matthiasdottir
86584.jpg,,nude painting (nu),Magic Realism,Albrecht Durer,Tsuguharu Foujita
55449.jpg,,marina,Realism,Ivan Aivazovsky,Volodymyr Orlovsky
34896.jpg,,animal painting,Romanticism,Theophile Steinlen,Gheorghe Tattarescu
63990.jpg,1842.0,genre painting,Academicism,Boris Kustodiev,Paul Delaroche
55128.jpg,1920,figurative,Cubism,Pablo Picasso,Olexandr Archipenko
33476.jpg,,self-portrait,Naïve Art (Primitivism),Vincent van Gogh,Antonio Ligabue
28709.jpg,1918,genre painting,Social Realism,Pablo Picasso,David Alfaro Siqueiros
17885.jpg,,religious painting,Early Renaissance,Albrecht Durer,Filippo Lippi
90280.jpg,1880,landscape,Symbolism,Zdislav Beksinski,Arnold Böcklin
3620.jpg,1935.0,nude painting (nu),Ukiyo-e,Pablo Picasso,Paul Jacoulet
48614.jpg,1953,figurative,Abstract Expressionism,Henri Matisse,Henri Matisse
90499.jpg,1935.0,,Surrealism,Henri Matisse,Andre Masson
2082.jpg,1876,religious painting,Romanticism,Camille Corot,Henryk Siemiradzki
68103.jpg,1880.0,religious painting,Academicism,Camille Corot,Jose Ferraz de Almeida Junior
16616.jpg,1959.0,abstract,Hard Edge Painting,Pablo Picasso,Lorser Feitelson
25707.jpg,1982.0,self-portrait,Expressionism,Henri Matisse,Louisa Matthiasdottir
78027.jpg,1822,portrait,Romanticism,Theophile Steinlen,Orest Kiprensky
34979.jpg,,history painting,Realism,Albrecht Durer,Klavdy Lebedev
99493.jpg,,landscape,Impressionism,Claude Monet,Konstantin Yuon
72151.jpg,1966,landscape,Expressionism,Theophile Steinlen,Saul Steinberg
33522.jpg,1946,self-portrait,Expressionism,Vincent van Gogh,David Alfaro Siqueiros
67642.jpg,1792,animal painting,Romanticism,Edgar Degas,George Stubbs
6422.jpg,1872,mythological painting,Symbolism,Vincent van Gogh,Arnold Böcklin
17972.jpg,1899.0,design,Art Nouveau (Modern),Albrecht Durer,Raphael Kirchner
98431.jpg,c.1892,cityscape,Impressionism,Claude Monet,Alfred Sisley
84699.jpg,1631,religious painting,Baroque,Pablo Picasso,Francisco de Zurbaran
84227.jpg,1891.0,history painting,Romanticism,John Singer Sargent,Theodor Aman
15870.jpg,1975.0,abstract,Minimalism,Theophile Steinlen,Rodolfo Arico
6980.jpg,c.1870,portrait,Academicism,John Singer Sargent,Frederic Leighton
77434.jpg,,sketch and study,Surrealism,Pablo Picasso,Zdislav Beksinski
83061.jpg,1917.0,illustration,Art Nouveau (Modern),Theophile Steinlen,Heorhiy Narbut
19718.jpg,1921.0,genre painting,Romanticism,Rembrandt,Frank Dicksee
58037.jpg,,genre painting,Baroque,Rembrandt,Adriaen van de Velde
88739.jpg,1986,portrait,Pop Art,Pablo Picasso,Andy Warhol
39773.jpg,1819,portrait,Romanticism,Camille Corot,Theodore Gericault
39959.jpg,,landscape,Impressionism,Pierre-Auguste Renoir,Joaquín Sorolla
58792.jpg,,genre painting,Romanticism,John Singer Sargent,Jan Matejko
